chromosome	name	start	stop	length	penalty
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718916	3719343	428	0.36
Spolyrhiza9509_20150416_chr07	Sp07G05410	5060076	5060503	428	9.309
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946355	5946782	428	0.204
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823407	2823834	428	4.793
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489419	2489846	428	4.331
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501257	2501684	428	1.993
Spolyrhiza9509_20150416_chr02	Sp02G06970	5643445	5643873	429	0.21
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221932	5222360	429	0.504
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344343	5344771	429	12.2
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138207	1138635	429	0.42
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083346	1083774	429	5.272
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083828	1084256	429	0.214
Spolyrhiza9509_20150416_chr17	Sp17G01730	1087281	1087709	429	2.642
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095924	1096352	429	1.649
Spolyrhiza9509_20150416_chr01	Sp01G05310	3301056	3301485	430	0.284
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702457	3702886	430	4.299
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703270	3703699	430	2.921
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275834	5276263	430	10.8
Spolyrhiza9509_20150416_chr14	Sp14G01800	1137776	1138205	430	7.907
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083454	1083883	430	0.286
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320376	2320805	430	5.52
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707817	3708247	431	1.251
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716257	3716687	431	9.838
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823071	2823501	431	1.369
Spolyrhiza9509_20150416_chr17	Sp17G01730	1103138	1103568	431	1.757
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482409	431	1.555
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486571	431	0.427
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493230	2493660	431	5.755
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704292	3704723	432	7.247
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274613	5275044	432	5.804
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949942	5950373	432	0.14
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068130	1068561	432	0.792
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068677	1069108	432	0.148
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321581	2322012	432	0.864
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702051	3702483	433	5.792
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703368	3703800	433	3.089
Spolyrhiza9509_20150416_chr17	Sp17G01700	1066995	1067427	433	4.289
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069424	1069856	433	1.801
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096003	1096435	433	0.142
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318114	2318546	433	0.638
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358344	2358776	433	3.133
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492931	2493363	433	1.394
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497072	2497504	433	10.25
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703857	3704290	434	1.249
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713544	434	1.881
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887093	5887526	434	1.306
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344774	5345207	434	16.24
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321139	2321572	434	1.489
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358444	2358877	434	3.251
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713181	435	7.179
Spolyrhiza9509_20150416_chr05	Sp05G06860	5885463	5885897	435	0.525
Spolyrhiza9509_20150416_chr07	Sp07G05410	5059603	5060037	435	2.884
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083916	1084350	435	0.22
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096987	1097421	435	3.05
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613287	1613721	435	0.138
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614047	1614481	435	2
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318549	2318983	435	0.359
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492347	2492781	435	2.466
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702833	3703268	436	1.144
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715358	3715793	436	1.373
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949659	436	0.645
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4443907	436	0.07
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823280	2823715	436	1.7
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068229	1068664	436	2.679
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085546	1085981	436	0.215
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094176	1094611	436	0.719
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105033	1105468	436	7.364
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613198	1613633	436	3.259
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318766	2319201	436	0.155
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322424	2322859	436	7.068
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487454	436	0.364
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500790	2501225	436	1.004
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705232	3705668	437	1.103
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706417	3706853	437	3.871
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887802	5888238	437	0.428
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221193	5221629	437	5.443
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222114	5222550	437	11.99
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243290	5243726	437	0.356
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274156	5274592	437	1.182
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486796	437	0.563
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500733	2501169	437	1.163
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501488	2501924	437	2.469
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608250	3608687	438	2.152
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608780	3609217	438	0.644
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704024	3704461	438	0.221
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704317	3704754	438	2.871
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710213	3710650	438	6.579
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713460	438	2.098
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887148	5887585	438	7.641
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222273	5222710	438	2.292
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067955	1068392	438	2.855
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082907	1083344	438	1.065
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086395	1086832	438	3.307
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616040	1616477	438	2.525
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318196	2318633	438	2.682
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321798	2322235	438	3.529
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492367	438	0.145
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714690	3715128	439	8.856
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138535	1138973	439	2.331
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081944	1082382	439	0.14
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086895	1087333	439	3.22
Spolyrhiza9509_20150416_chr17	Sp17G01730	1098277	1098715	439	2.271
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613848	1614286	439	2.501
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614202	1614640	439	0.136
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615993	1616431	439	4.312
Spolyrhiza9509_20150416_chr17	Sp17G02660	1724684	1725122	439	0.067
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318293	2318731	439	0.143
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703140	3703579	440	0.643
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711004	3711443	440	3.755
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886380	5886819	440	0.503
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886953	5887392	440	9.778
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274227	5274666	440	0.414
Spolyrhiza9509_20150416_chr09	Sp09G01080	566620	567059	440	4.643
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957935	440	2.078
Spolyrhiza9509_20150416_chr12	Sp12G06020	5353897	5354336	440	6.801
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069678	1070117	440	2.725
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081771	1082210	440	3.49
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082232	1082671	440	0.138
Spolyrhiza9509_20150416_chr17	Sp17G01730	1088737	1089176	440	3.33
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096374	1096813	440	5.611
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356634	2357073	440	0.363
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357102	2357541	440	1.788
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357247	2357686	440	0.713
Spolyrhiza9509_20150416_chr02	Sp02G06970	5642856	5643296	441	1.318
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221652	5222092	441	5.387
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345868	5346308	441	4.863
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067047	1067487	441	0.068
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317971	2318411	441	2.066
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358030	2358470	441	4.005
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492643	2493083	441	0.137
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492866	2493306	441	6.244
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712572	442	3.724
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714247	3714688	442	1.326
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221456	5221897	442	6.009
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069331	1069772	442	1.62
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613641	1614082	442	1.251
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358221	2358662	442	1.661
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501044	2501485	442	0.426
Spolyrhiza9509_20150416_chr01	Sp01G04390	2564329	2564771	443	0.068
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707022	3707464	443	0.145
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711383	3711825	443	0.281
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718553	3718995	443	6.392
Spolyrhiza9509_20150416_chr05	Sp05G06860	5888075	5888517	443	0.718
Spolyrhiza9509_20150416_chr07	Sp07G05540	5223071	5223513	443	0.14
Spolyrhiza9509_20150416_chr09	Sp09G01080	563867	564309	443	8.746
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822601	2823043	443	4.298
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082454	1082896	443	3.172
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094261	1094703	443	1.572
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322014	2322456	443	9.592
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337524	2337966	443	1.386
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492756	2493198	443	4.016
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494357	2494799	443	6.245
Spolyrhiza9509_20150416_chr01	Sp01G05310	3302817	3303260	444	5.167
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716377	3716820	444	8.523
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718839	3719282	444	1.172
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242923	5243366	444	1.84
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345164	5345607	444	7.927
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822338	2822781	444	0.718
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823313	2823756	444	3.112
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096317	1096760	444	6.936
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096651	1097094	444	6.219
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097596	1098039	444	0.635
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337978	2338421	444	3.062
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487363	444	0.28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500179	2500622	444	0.204
Spolyrhiza9509_20150416_chr02	Sp02G05090	3610273	3610717	445	0.356
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703724	3704168	445	3.16
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713546	3713990	445	2.358
Spolyrhiza9509_20150416_chr05	Sp05G06860	5889050	5889494	445	2.889
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275174	5275618	445	4.092
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335432	5335876	445	10.49
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078156	3078600	445	2.111
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081699	1082143	445	1.252
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096815	1097259	445	4.711
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321352	2321796	445	1.376
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357839	2358283	445	1.111
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491782	445	0.068
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707991	3708436	446	2.608
Spolyrhiza9509_20150416_chr03	Sp03G02530	1676660	1677105	446	3.784
Spolyrhiza9509_20150416_chr09	Sp09G01080	566540	566985	446	8.225
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958268	446	2.744
Spolyrhiza9509_20150416_chr13	Sp13G03150	3078658	3079103	446	6.868
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069774	1070219	446	0.357
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081873	1082318	446	0.495
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094783	1095228	446	0.148
Spolyrhiza9509_20150416_chr17	Sp17G02660	1724419	1724864	446	0.21
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337263	2337708	446	7.405
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465496	2465941	446	8.116
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2491926	446	0.357
Spolyrhiza9509_20150416_chr01	Sp01G05310	3292824	3293270	447	0.143
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608459	3608905	447	9.538
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712297	447	0.362
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714005	3714451	447	8.415
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714408	3714854	447	4.21
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274668	5275114	447	9.245
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276021	5276467	447	2.399
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958415	447	2.21
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104816	1105262	447	4.966
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822153	2822599	447	9.606
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608920	3609367	448	0.069
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705319	3705766	448	2.803
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713619	3714066	448	4.222
Spolyrhiza9509_20150416_chr07	Sp07G05410	5060001	5060448	448	0.504
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274522	5274969	448	1.595
Spolyrhiza9509_20150416_chr09	Sp09G01080	565760	566207	448	4.882
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613474	1613921	448	0.855
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336472	2336919	448	0.214
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2482903	448	0.281
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484306	2484753	448	0.284
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494801	2495248	448	3.648
Spolyrhiza9509_20150416_chr01	Sp01G05310	3294003	3294451	449	1.232
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299578	3300026	449	4.273
Spolyrhiza9509_20150416_chr01	Sp01G05310	3303396	3303844	449	5.9
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614552	3615000	449	11.08
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703447	3703895	449	1.104
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221002	5221450	449	1.382
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241952	5242400	449	0.069
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275769	5276217	449	7.059
Spolyrhiza9509_20150416_chr12	Sp12G06010	5346122	5346570	449	10.01
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067704	1068152	449	1.828
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615876	1616324	449	0.713
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727809	1728257	449	0.778
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497161	2497609	449	7.755
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709667	3710116	450	17.12
Spolyrhiza9509_20150416_chr13	Sp13G01220	1102513	1102962	450	0.07
Spolyrhiza9509_20150416_chr14	Sp14G06380	4807393	4807842	450	0.074
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086217	1086666	450	16
Spolyrhiza9509_20150416_chr17	Sp17G03670	2496420	2496869	450	0.074
Spolyrhiza9509_20150416_chr13	Sp13G01220	1105265	1105715	451	0.068
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082347	1082797	451	0.212
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498358	2498808	451	1.383
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567825	2568276	452	0.068
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704928	3705379	452	1.966
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708382	3708833	452	7.101
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713576	3714027	452	4.349
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716785	3717236	452	1.406
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887300	5887751	452	3.833
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243546	5243997	452	0.215
Spolyrhiza9509_20150416_chr09	Sp09G02400	1362538	1362989	452	0.213
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958355	452	2.948
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083432	1083883	452	0.286
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083454	1083905	452	2.992
Spolyrhiza9509_20150416_chr17	Sp17G01730	1088684	1089135	452	3.57
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097766	1098217	452	1.065
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317780	2318231	452	2.611
Spolyrhiza9509_20150416_chr01	Sp01G04390	2562829	2563281	453	0.288
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299149	3299601	453	13.19
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713330	453	4.498
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317449	2317901	453	0.072
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320972	2321424	453	4.09
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492691	2493143	453	1.375
Spolyrhiza9509_20150416_chr17	Sp17G03700	2506098	2506550	453	0.145
Spolyrhiza9509_20150416_chr01	Sp01G05310	3301487	3301940	454	1.721
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221810	5222263	454	4.292
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275620	5276073	454	10.41
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823448	2823901	454	1.139
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067904	1068357	454	3.994
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085040	1085493	454	2.741
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089155	1089608	454	8.202
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322572	2323025	454	5.059
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715652	3716106	455	0.215
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886844	5887298	455	1.257
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887528	5887982	455	7.564
Spolyrhiza9509_20150416_chr05	Sp05G06860	5889826	5890280	455	0.211
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242230	5242684	455	0.566
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4444025	455	5.739
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085330	1085784	455	8.875
Spolyrhiza9509_20150416_chr17	Sp17G01730	1093584	1094038	455	0.297
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317658	2318112	455	4.134
Spolyrhiza9509_20150416_chr17	Sp17G03420	2327028	2327482	455	4.818
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357788	2358242	455	1.128
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483051	455	6.125
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498022	2498476	455	1.528
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702212	3702667	456	3.735
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704417	3704872	456	8.897
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222200	5222655	456	12.57
Spolyrhiza9509_20150416_chr09	Sp09G01080	562921	563376	456	15.09
Spolyrhiza9509_20150416_chr09	Sp09G01080	564044	564499	456	5.402
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335285	5335740	456	10.02
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345656	5346111	456	8.837
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067731	1068186	456	0.437
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097351	1097806	456	0.78
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337052	2337507	456	0.648
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356041	2356496	456	1.239
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500224	2500679	456	0.213
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702833	3703289	457	4.345
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702908	3703364	457	5.129
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715848	3716304	457	4.099
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716825	3717281	457	4.656
Spolyrhiza9509_20150416_chr03	Sp03G02530	1673468	1673924	457	1.298
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242797	5243253	457	0.067
Spolyrhiza9509_20150416_chr09	Sp09G01080	564501	564957	457	7.184
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4443928	457	1.036
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092183	1092639	457	7.075
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094981	1095437	457	1.282
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638218	1638674	457	0.491
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357621	2358077	457	5.265
Spolyrhiza9509_20150416_chr17	Sp17G03670	2495588	2496044	457	0.293
Spolyrhiza9509_20150416_chr01	Sp01G05310	3286123	3286580	458	2.28
Spolyrhiza9509_20150416_chr01	Sp01G05310	3287417	3287874	458	1.164
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608495	3608952	458	1.974
Spolyrhiza9509_20150416_chr02	Sp02G05090	3610072	3610529	458	5.511
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705542	3705999	458	0.071
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707466	3707923	458	1.256
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886492	5886949	458	1.041
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243269	5243726	458	2.153
Spolyrhiza9509_20150416_chr09	Sp09G01080	563066	563523	458	15.57
Spolyrhiza9509_20150416_chr09	Sp09G01080	563298	563755	458	9.617
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822186	2822643	458	6.818
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083346	1083803	458	0.209
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085458	1085915	458	4.513
Spolyrhiza9509_20150416_chr17	Sp17G01730	1093802	1094259	458	2.802
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105071	1105528	458	0.068
Spolyrhiza9509_20150416_chr17	Sp17G02500	1638432	1638889	458	0.421
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357501	2357958	458	1.352
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492931	2493388	458	0.648
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702975	3703433	459	3.074
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703857	3704315	459	7.781
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707947	3708405	459	4.019
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344343	5344801	459	14.25
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702051	3702510	460	5.154
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702485	3702944	460	7.711
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713822	460	0.077
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716663	3717122	460	10.91
Spolyrhiza9509_20150416_chr09	Sp09G01080	563405	563864	460	8.173
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4443907	460	1.781
Spolyrhiza9509_20150416_chr17	Sp17G01730	1104929	1105388	460	2.863
Spolyrhiza9509_20150416_chr17	Sp17G03410	2316981	2317440	460	0.637
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357463	2357922	460	3.554
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497460	2497919	460	7.894
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614127	3614587	461	12.72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713657	461	4.841
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958601	461	2.789
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104554	1105014	461	0.868
Spolyrhiza9509_20150416_chr13	Sp13G01220	1105805	1106265	461	8.671
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823680	2824140	461	2.065
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614327	1614787	461	0.069
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318196	2318656	461	6.396
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319280	2319740	461	0.072
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321552	2322012	461	1.493
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714453	3714914	462	2.021
