chromosome	name	start	stop	length	primer location quadruplets
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465496	2465941	446	2465496,52,2465916,26
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465549	2465786	238	2465549,137,2465688,99
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465549	2465824	276	2465549,137,2465796,29
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465549	2465941	393	2465549,137,2465916,26
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465688	2465941	254	2465688,99,2465916,26
Spolyrhiza9509_20150416_chr17	Sp17G03670	2479909	2480242	334	2479909,137,2480112,131
Spolyrhiza9509_20150416_chr17	Sp17G03670	2479909	2480285	377	2479909,137,2480257,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2479909	2480772	864	2479909,137,2480315,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480054	2480285	232	2480054,53,2480257,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480054	2480772	719	2480054,53,2480315,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480112	2480772	661	2480112,131,2480315,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480257	2480772	516	2480257,29,2480315,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480782	2481360	579	2480782,541,2481324,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480782	2481386	605	2480782,541,2481362,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480782	2481432	651	2480782,541,2481413,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480782	2481463	682	2480782,541,2481438,26
Spolyrhiza9509_20150416_chr17	Sp17G03670	2480782	2481491	710	2480782,541,2481465,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481324	2481952	629	2481324,37,2481495,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481324	2482015	692	2481324,37,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481324	2482187	864	2481324,37,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481362	2481952	591	2481362,25,2481495,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481362	2482015	654	2481362,25,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481362	2482187	826	2481362,25,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481413	2481952	540	2481413,20,2481495,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481413	2482015	603	2481413,20,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481413	2482187	775	2481413,20,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481438	2481952	515	2481438,26,2481495,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481438	2482015	578	2481438,26,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481438	2482187	750	2481438,26,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481465	2481952	488	2481465,27,2481495,458
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481465	2482015	551	2481465,27,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481465	2482187	723	2481465,27,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481495	2482015	521	2481495,458,2481979,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481495	2482187	693	2481495,458,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482187	209	2481979,37,2482168,20
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482409	431	2481979,37,2482189,221
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482519	541	2481979,37,2482456,64
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482573	595	2481979,37,2482538,36
Spolyrhiza9509_20150416_chr17	Sp17G03670	2481979	2482819	841	2481979,37,2482597,223
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482409	242	2482168,20,2482189,221
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482519	352	2482168,20,2482456,64
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482573	406	2482168,20,2482538,36
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482819	652	2482168,20,2482597,223
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482903	736	2482168,20,2482879,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482928	761	2482168,20,2482905,24
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2483015	848	2482168,20,2482956,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2483051	884	2482168,20,2483017,35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482519	331	2482189,221,2482456,64
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482573	385	2482189,221,2482538,36
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482819	631	2482189,221,2482597,223
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482903	715	2482189,221,2482879,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482928	740	2482189,221,2482905,24
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2483015	827	2482189,221,2482956,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2483051	863	2482189,221,2483017,35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2483075	887	2482189,221,2483053,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2482819	364	2482456,64,2482597,223
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2482903	448	2482456,64,2482879,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2482928	473	2482456,64,2482905,24
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2483015	560	2482456,64,2482956,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2483051	596	2482456,64,2483017,35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2483075	620	2482456,64,2483053,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2483130	675	2482456,64,2483094,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2483299	844	2482456,64,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2482819	282	2482538,36,2482597,223
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2482903	366	2482538,36,2482879,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2482928	391	2482538,36,2482905,24
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2483015	478	2482538,36,2482956,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2483051	514	2482538,36,2483017,35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2483075	538	2482538,36,2483053,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2483130	593	2482538,36,2483094,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2483299	762	2482538,36,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2482903	307	2482597,223,2482879,25
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2482928	332	2482597,223,2482905,24
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483015	419	2482597,223,2482956,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483051	455	2482597,223,2483017,35
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483075	479	2482597,223,2483053,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483130	534	2482597,223,2483094,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482597	2483299	703	2482597,223,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482879	2483130	252	2482879,25,2483094,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482879	2483299	421	2482879,25,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482905	2483130	226	2482905,24,2483094,37
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482905	2483299	395	2482905,24,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482956	2483299	344	2482956,60,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482956	2483848	893	2482956,60,2483301,548
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483017	2483299	283	2483017,35,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483017	2483848	832	2483017,35,2483301,548
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483017	2483892	876	2483017,35,2483870,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483053	2483299	247	2483053,23,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483053	2483848	796	2483053,23,2483301,548
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483053	2483892	840	2483053,23,2483870,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483094	2483299	206	2483094,37,2483132,168
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483094	2483848	755	2483094,37,2483301,548
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483094	2483892	799	2483094,37,2483870,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483132	2483848	717	2483132,168,2483301,548
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483132	2483892	761	2483132,168,2483870,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483301	2483892	592	2483301,548,2483870,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483870	2484304	435	2483870,23,2483894,411
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483870	2484502	633	2483870,23,2484306,197
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483870	2484539	670	2483870,23,2484510,30
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483870	2484753	884	2483870,23,2484573,181
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483894	2484502	609	2483894,411,2484306,197
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483894	2484539	646	2483894,411,2484510,30
Spolyrhiza9509_20150416_chr17	Sp17G03670	2483894	2484753	860	2483894,411,2484573,181
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484306	2484539	234	2484306,197,2484510,30
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484306	2484753	448	2484306,197,2484573,181
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484306	2484921	616	2484306,197,2484755,167
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484306	2484977	672	2484306,197,2484923,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484510	2484753	244	2484510,30,2484573,181
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484510	2484921	412	2484510,30,2484755,167
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484510	2484977	468	2484510,30,2484923,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484573	2484921	349	2484573,181,2484755,167
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484573	2484977	405	2484573,181,2484923,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484755	2484977	223	2484755,167,2484923,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2484923	2485704	782	2484923,55,2484979,726
Spolyrhiza9509_20150416_chr17	Sp17G03670	2485706	2486358	653	2485706,432,2486141,218
Spolyrhiza9509_20150416_chr17	Sp17G03670	2485706	2486530	825	2485706,432,2486360,171
Spolyrhiza9509_20150416_chr17	Sp17G03670	2485706	2486571	866	2485706,432,2486532,40
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486530	390	2486141,218,2486360,171
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486571	431	2486141,218,2486532,40
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486685	545	2486141,218,2486573,113
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486796	656	2486141,218,2486769,28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486841	701	2486141,218,2486819,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486911	771	2486141,218,2486845,67
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486141	2486948	808	2486141,218,2486920,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486571	212	2486360,171,2486532,40
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486685	326	2486360,171,2486573,113
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486796	437	2486360,171,2486769,28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486841	482	2486360,171,2486819,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486911	552	2486360,171,2486845,67
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2486948	589	2486360,171,2486920,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486360	2487123	764	2486360,171,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486796	265	2486532,40,2486769,28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486841	310	2486532,40,2486819,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486911	380	2486532,40,2486845,67
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486948	417	2486532,40,2486920,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2487123	592	2486532,40,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2487363	832	2486532,40,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486796	224	2486573,113,2486769,28
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486841	269	2486573,113,2486819,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486911	339	2486573,113,2486845,67
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486948	376	2486573,113,2486920,29
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2487123	551	2486573,113,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2487363	791	2486573,113,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2487454	882	2486573,113,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487123	355	2486769,28,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487363	595	2486769,28,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487454	686	2486769,28,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487507	739	2486769,28,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487535	767	2486769,28,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487636	868	2486769,28,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487123	305	2486819,23,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487363	545	2486819,23,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487454	636	2486819,23,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487507	689	2486819,23,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487535	717	2486819,23,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486819	2487636	818	2486819,23,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487123	279	2486845,67,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487363	519	2486845,67,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487454	610	2486845,67,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487507	663	2486845,67,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487535	691	2486845,67,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487636	792	2486845,67,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486845	2487726	882	2486845,67,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487123	204	2486920,29,2487019,105
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487363	444	2486920,29,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487454	535	2486920,29,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487507	588	2486920,29,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487535	616	2486920,29,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487636	717	2486920,29,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486920	2487726	807	2486920,29,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487363	345	2487019,105,2487130,234
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487454	436	2487019,105,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487507	489	2487019,105,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487535	517	2487019,105,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487636	618	2487019,105,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487019	2487726	708	2487019,105,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487454	325	2487130,234,2487368,87
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487507	378	2487130,234,2487456,52
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487535	406	2487130,234,2487509,27
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487636	507	2487130,234,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487726	597	2487130,234,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487368	2487636	269	2487368,87,2487537,100
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487368	2487726	359	2487368,87,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487456	2487726	271	2487456,52,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487509	2487726	218	2487509,27,2487639,88
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487639	2488475	837	2487639,88,2487728,748
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488477	2489017	541	2488477,494,2488986,32
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488477	2489048	572	2488477,494,2489023,26
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488986	2489408	423	2488986,32,2489069,340
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488986	2489536	551	2488986,32,2489419,118
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488986	2489770	785	2488986,32,2489538,233
Spolyrhiza9509_20150416_chr17	Sp17G03670	2488986	2489846	861	2488986,32,2489796,51
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489408	386	2489023,26,2489069,340
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489536	514	2489023,26,2489419,118
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489770	748	2489023,26,2489538,233
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489846	824	2489023,26,2489796,51
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489891	869	2489023,26,2489848,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489069	2489536	468	2489069,340,2489419,118
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489069	2489770	702	2489069,340,2489538,233
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489069	2489846	778	2489069,340,2489796,51
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489069	2489891	823	2489069,340,2489848,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489419	2489770	352	2489419,118,2489538,233
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489419	2489846	428	2489419,118,2489796,51
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489419	2489891	473	2489419,118,2489848,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489538	2489846	309	2489538,233,2489796,51
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489538	2489891	354	2489538,233,2489848,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489796	2490565	770	2489796,51,2489893,673
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489796	2490587	792	2489796,51,2490567,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489796	2490675	880	2489796,51,2490594,82
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489848	2490565	718	2489848,44,2489893,673
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489848	2490587	740	2489848,44,2490567,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489848	2490675	828	2489848,44,2490594,82
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489893	2490587	695	2489893,673,2490567,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489893	2490675	783	2489893,673,2490594,82
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490567	2491262	696	2490567,21,2490694,569
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490567	2491321	755	2490567,21,2491273,49
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490594	2491262	669	2490594,82,2490694,569
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490594	2491321	728	2490594,82,2491273,49
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490594	2491479	886	2490594,82,2491338,142
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490694	2491321	628	2490694,569,2491273,49
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490694	2491479	786	2490694,569,2491338,142
Spolyrhiza9509_20150416_chr17	Sp17G03670	2490694	2491590	897	2490694,569,2491481,110
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491479	207	2491273,49,2491338,142
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491590	318	2491273,49,2491481,110
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491620	348	2491273,49,2491598,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491782	510	2491273,49,2491671,112
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491843	571	2491273,49,2491784,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2491926	654	2491273,49,2491851,76
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2492014	742	2491273,49,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491273	2492059	787	2491273,49,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491590	253	2491338,142,2491481,110
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491620	283	2491338,142,2491598,23
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491782	445	2491338,142,2491671,112
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491843	506	2491338,142,2491784,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2491926	589	2491338,142,2491851,76
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2492014	677	2491338,142,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2492059	722	2491338,142,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491338	2492198	861	2491338,142,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2491782	302	2491481,110,2491671,112
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2491843	363	2491481,110,2491784,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2491926	446	2491481,110,2491851,76
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2492014	534	2491481,110,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2492059	579	2491481,110,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2492198	718	2491481,110,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2492367	887	2491481,110,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2491843	246	2491598,23,2491784,60
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2491926	329	2491598,23,2491851,76
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2492014	417	2491598,23,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2492059	462	2491598,23,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2492198	601	2491598,23,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2492367	770	2491598,23,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491598	2492435	838	2491598,23,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2491926	256	2491671,112,2491851,76
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2492014	344	2491671,112,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2492059	389	2491671,112,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2492198	528	2491671,112,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2492367	697	2491671,112,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491671	2492435	765	2491671,112,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492014	231	2491784,60,2491930,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492059	276	2491784,60,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492198	415	2491784,60,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492367	584	2491784,60,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492435	652	2491784,60,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492641	858	2491784,60,2492438,204
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491784	2492683	900	2491784,60,2492643,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492059	209	2491851,76,2492016,44
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492198	348	2491851,76,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492367	517	2491851,76,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492435	585	2491851,76,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492641	791	2491851,76,2492438,204
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492683	833	2491851,76,2492643,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491851	2492745	895	2491851,76,2492691,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492198	269	2491930,85,2492114,85
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492367	438	2491930,85,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492435	506	2491930,85,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492641	712	2491930,85,2492438,204
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492683	754	2491930,85,2492643,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492745	816	2491930,85,2492691,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491930	2492781	852	2491930,85,2492756,26
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492367	352	2492016,44,2492347,21
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492435	420	2492016,44,2492395,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492641	626	2492016,44,2492438,204
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492683	668	2492016,44,2492643,41
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492745	730	2492016,44,2492691,55
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492781	766	2492016,44,2492756,26
